ID,LOCATION,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Total,Pct Avg to Date
WTSC1,WILLITS 1NE,4.76,3.59,0.91,8.45,3.04,11.72,3.12,0.61,0.15,0.00,0.00,0.00,36.35,73
CHEO3,CHEMULT,1.24,2.28,2.22,6.25,1.99,7.51,2.19,0.92,2.14,0.16,0.04,0.00,26.94,105
CRLO3,CRATER LAKE NP,3.06,9.91,4.83,11.51,6.26,14.34,7.24,3.15,4.47,0.32,0.03,0.00,65.12,97
GBZO3,GERBER,0.90,1.50,0.90,2.40,1.10,4.60,2.10,1.10,1.10,0.01,0.01,0.01,15.73,86
HOWO3,HOWARD PRAIRIE,1.55,2.90,1.46,4.64,2.85,5.49,4.04,1.38,2.17,0.80,0.05,0.00,27.33,84
KENO3,KENO,0.86,1.26,0.80,3.28,2.76,3.12,1.22,0.28,0.41,0.20,0.41,0.00,14.60,72
LMT,KLAMATH FALLS,0.54,0.45,0.44,1.36,0.58,1.59,1.00,0.41,1.10,0.01,0.07,0.00,7.55,54
CHNC1,CALLAHAN,0.99,0.91,0.63,3.85,1.00,4.95,1.96,0.44,0.76,0.12,0.00,0.00,15.61,74
COPC1,COPCO #1 DAM,1.37,1.94,0.88,4.13,1.73,4.24,2.25,0.24,1.28,1.84,0.01,0.00,19.91,97
FOJC1,FORT JONES,1.86,1.66,0.56,4.24,1.32,4.28,1.52,0.14,0.73,0.05,0.06,0.00,16.42,75
HPYC1,HAPPY CAMP,3.87,8.16,2.80,11.17,1.48,16.05,4.74,0.85,1.23,0.58,0.00,0.00,50.93,99
MTHC1,MT. HEBRON RS,0.55,0.14,0.02,1.63,0.24,0.75,1.15,0.27,0.06,0.00,0.00,0.00,4.81,38
ORLC1,ORLEANS,4.89,5.05,3.02,11.79,3.37,13.56,4.39,0.62,1.19,0.36,0.00,0.00,48.24,91
STGC1,LAVA BEDS NM,0.48,0.26,0.09,0.91,1.64,3.20,2.36,0.38,0.57,0.07,0.05,0.00,10.01,67
TRHC1,TRINITY RIVER HATCHERY,3.65,2.35,0.59,6.57,1.85,8.05,2.14,0.08,0.52,0.35,0.00,0.00,26.15,80
TULC1,TULE LAKE,0.36,0.57,0.22,0.72,0.60,2.40,0.98,0.42,0.53,0.16,0.02,0.00,6.98,62
WEAC1,WEAVERVILLE,4.17,3.02,0.88,7.96,2.57,11.16,2.99,0.15,0.69,0.45,0.00,0.00,34.04,89
WLLC1,WILLOW CREEK 1NW,5.40,5.69,2.19,11.41,3.93,11.85,5.27,0.72,1.08,0.88,0.00,0.00,48.42,89
YKAC1,YREKA,0.96,1.13,0.80,3.81,1.35,3.49,1.28,0.17,1.42,0.12,0.00,0.00,14.53,74
MHMC1,MOUNT HAMILTON,2.15,1.89,0.17,3.15,2.08,6.13,3.92,0.15,0.32,0.00,0.02,0.02,20.00,84
PORC1,POTTER VALLEY PH,5.28,3.76,0.66,9.30,2.84,9.32,2.79,0.38,0.19,0.00,0.02,0.00,34.54,76
SFOC1,DOWNTOWN SAN FRANCISCO,1.38,1.74,0.14,2.68,1.09,5.70,2.64,0.02,0.14,0.01,0.01,0.00,15.55,70
UKI,UKIAH ASOS,3.59,2.68,0.43,5.56,2.17,9.47,1.35,0.23,0.05,0.00,0.00,0.00,25.53,NA
4LW,LAKEVIEW,1.24,0.51,0.34,1.70,0.35,1.76,2.00,1.28,0.58,0.01,0.05,0.01,9.83,64
ADNC1,ADIN,0.39,0.85,0.18,1.70,0.91,2.06,2.09,1.19,0.56,0.00,0.01,0.00,9.94,63
BNYC1,BURNEY,1.64,1.10,0.19,3.38,0.94,5.43,3.33,1.00,0.81,0.01,0.04,0.00,17.87,66
BODC1,BOWMAN DAM,6.33,4.55,0.32,7.28,3.59,21.46,9.74,0.56,2.50,0.52,0.06,0.02,56.93,83
BUKC1,BUCKHORN,5.93,4.72,1.16,7.75,2.69,16.78,6.26,2.33,3.02,0.33,0.09,0.00,51.06,77
CANC1,CANYON DAM,2.45,1.52,0.13,5.30,2.44,10.23,4.97,0.24,0.87,0.00,0.00,0.00,28.15,74
CHEC1,CHESTER,2.28,1.15,0.47,4.33,1.25,10.47,4.47,0.40,0.65,0.00,0.02,0.00,25.49,77
CHUC1,CHICO UNIVERSITY FARM,2.05,1.59,0.00,5.07,0.96,5.00,2.35,0.00,0.23,0.00,0.00,0.00,17.25,66
CLGC1,COLGATE PH,3.62,1.26,0.15,5.58,2.53,13.89,5.57,0.13,0.46,0.01,0.02,0.03,33.25,80
DUNC1,DUNSMUIR,2.71,5.65,1.71,8.87,3.88,18.11,7.70,1.00,2.02,0.00,0.00,0.00,51.65,83
GEOC1,GEORGETOWN RS,4.27,2.36,0.13,7.70,2.99,22.07,6.85,0.24,0.14,0.22,0.01,0.03,47.01,87
GRAC1,GRASS VALLEY NO. 2,4.20,1.99,0.17,7.37,4.11,17.86,8.79,0.41,1.73,0.03,0.05,0.00,46.71,88
HLEC1,HARRY L ENGLEBRIGHT DAM,1.61,1.17,0.13,4.01,2.02,9.96,4.79,0.34,0.20,0.00,0.00,0.00,24.23,69
MCLC1,MCCLOUD,2.40,4.16,0.42,6.31,3.22,13.52,8.40,1.04,1.48,0.35,1.00,0.00,42.30,86
MHS,MT. SHASTA,2.27,3.46,0.46,6.03,2.81,12.31,5.75,0.64,1.92,0.08,0.03,0.00,35.76,90
MINC1,MINERAL,3.53,2.97,0.58,6.68,2.49,12.83,7.50,0.65,0.17,0.00,0.02,0.00,37.42,67
MNZC1,MANZANITA LAKE,1.88,3.23,0.56,5.08,1.17,8.26,4.50,2.46,1.20,0.00,0.00,0.00,28.34,69
ONDC1,ORLAND,1.84,2.68,0.07,3.62,0.86,3.38,1.67,0.00,0.07,0.00,0.00,0.00,14.19,65
PCHC1,PACIFIC HOUSE,4.46,2.42,0.05,7.77,2.71,13.68,7.94,0.62,1.44,0.51,0.07,0.13,41.80,81
PLUC1,PLUMAS EUREKA SP,4.40,2.60,0.70,7.73,4.04,17.21,7.63,1.05,1.87,0.24,0.01,0.00,47.48,73
PRAC1,PORTOLA,1.29,1.70,0.07,2.83,1.12,5.90,2.88,0.72,0.70,0.26,0.00,0.00,17.47,76
PRDC1,PARADISE,4.88,2.39,0.30,10.07,3.35,13.70,5.47,0.08,0.53,0.00,0.00,0.00,40.77,73
QCYC1,QUINCY,3.15,1.50,0.15,5.33,2.23,13.82,5.79,0.31,0.65,0.00,0.08,0.00,33.01,87
RBL,RED BLUFF AP,1.79,2.96,0.07,4.39,1.87,4.54,1.48,0.88,0.18,0.00,0.00,0.00,18.16,75
SAC,SACRAMENTO AP,1.33,0.74,0.27,2.43,0.92,4.06,2.42,0.00,0.03,0.03,0.00,0.00,12.23,68
SHDC1,SHASTA DAM,3.99,3.59,0.69,7.60,2.85,19.28,5.33,0.60,0.49,0.06,0.30,0.00,44.78,71
SLPC1,SLY PARK,3.47,2.04,0.03,6.84,1.67,13.48,7.69,0.27,0.02,0.00,0.00,0.00,35.51,NA
SMTC1,SACRAMENTO 5 ESE,1.72,0.87,0.07,2.52,0.94,4.45,2.65,0.00,0.01,0.00,0.00,0.00,13.23,67
SODC1,SODA SPRINGS,4.72,3.50,0.24,7.68,4.37,15.10,5.94,0.24,1.46,0.50,0.31,0.20,44.26,NA
STOC1,STONY GORGE,1.32,1.98,0.06,3.41,1.29,2.91,1.31,0.03,0.00,0.00,0.02,0.00,12.33,58
STYC1,STRAWBERRY VALLEY,5.89,3.56,0.79,10.77,4.48,23.77,11.69,0.32,1.43,0.03,0.09,0.00,62.82,78
TWLC1,CAPLES LAKE,3.25,1.27,0.09,5.09,2.22,6.45,3.78,1.11,1.08,0.07,1.36,0.08,25.85,56
VOLC1,VOLTA PH,3.30,2.32,0.59,5.65,2.00,5.12,2.51,1.10,1.33,0.00,0.00,0.00,23.92,68
VTNC1,VINTON,0.98,0.48,0.00,2.25,0.51,3.44,0.84,0.29,0.49,0.83,0.06,0.12,10.29,73
ARNC1,CALAVERAS BIG TREES,3.88,1.82,0.02,8.58,3.16,9.28,5.11,0.30,1.34,0.00,0.00,0.21,33.70,61
CHVC1,CHERRY VALLEY,3.12,1.77,0.00,9.54,2.68,7.22,6.06,0.24,0.95,0.06,0.20,0.15,31.99,67
EXQC1,EXCHEQUER DAM,1.21,0.73,0.00,2.47,1.03,4.47,3.62,0.00,0.27,0.01,0.00,0.08,13.89,70
FDDC1,FIDDLETOWN DEXTER RANCH,2.85,1.89,0.10,4.31,1.79,9.28,6.80,0.07,0.44,0.37,0.00,0.29,28.19,76
FRAC1,FRIANT GOVERNMENT CAMP,1.26,1.07,0.00,1.25,0.78,3.17,2.04,0.01,0.00,0.00,0.02,0.00,9.60,65
HETC1,HETCH HETCHY,2.34,1.82,0.00,5.48,1.26,5.44,4.16,0.04,0.79,0.00,0.15,0.00,21.48,59
LOSC1,LOS BANOS,0.64,0.88,0.12,0.33,0.10,1.54,0.90,0.00,0.26,0.00,0.00,0.03,4.80,48
MOD,MODESTO AP,1.00,0.74,0.16,0.94,0.75,2.62,2.25,0.19,0.10,0.00,0.00,0.00,8.75,67
NMDC1,NEW MELONES DAM HQ,2.62,3.00,0.08,4.04,1.99,6.18,4.19,0.03,0.41,0.10,0.00,0.30,22.94,NA
NOFC1,NORTH FORK RS,3.08,2.20,0.00,6.23,1.47,5.66,4.55,0.00,0.00,0.00,0.00,0.00,23.19,68
SCKC1,STOCKTON FIRE STA 4,0.90,1.10,0.10,1.33,0.33,2.85,1.82,0.00,0.00,0.00,0.00,0.00,8.43,51
SONC1,SONORA,2.10,1.12,0.90,4.76,1.45,5.83,4.96,0.00,0.44,0.02,0.02,0.04,21.64,66
SPGC1,SALT SPRINGS PH,3.42,1.53,0.04,6.77,2.05,9.79,4.97,0.71,1.08,0.02,0.04,0.19,30.61,66
TIGC1,TIGER CREEK PH,2.97,1.62,0.03,6.79,2.90,9.92,5.77,0.44,1.31,0.02,0.03,0.09,31.89,69
YNPC1,SOUTH ENTRANCE YOSEMITE,2.21,1.27,0.00,4.43,1.34,5.06,2.17,0.06,0.40,0.07,0.00,0.00,17.01,40
YPQC1,YOSEMITE PARK HEADQUARTER,2.80,1.07,0.00,5.11,0.90,5.97,4.45,0.33,0.67,0.01,0.06,0.00,21.37,57
ASHC1,ASH MOUNTAIN,2.20,1.69,0.00,4.39,1.55,2.98,4.97,0.07,0.00,0.00,0.00,0.00,17.85,67
ATWC1,ATWELL CAMP,3.32,2.32,0.01,6.71,2.03,4.93,4.92,1.00,0.31,0.20,0.50,0.01,26.26,NA
BFL,BAKERSFIELD,0.55,0.76,0.00,0.44,0.29,1.27,1.62,0.00,0.00,0.02,0.00,0.00,4.95,76
BTPC1,BEAR TRAP MEADOW,6.82,1.94,0.00,8.11,2.23,6.54,1.11,0.00,0.00,0.00,0.00,0.00,26.75,NA
DNPC1,BALCH PH,2.32,1.59,0.00,4.82,0.79,4.79,4.66,0.10,0.13,0.00,0.00,0.00,19.20,62
EGCC1,EAGLE CREEK,4.22,3.22,0.00,5.51,3.51,7.62,7.92,0.14,0.11,0.11,0.12,0.29,32.77,NA
GNNC1,GLENNVILLE,1.93,1.17,0.05,0.87,1.33,3.10,4.23,0.07,0.00,0.00,0.00,0.00,12.75,64
GRGC1,GRANT GROVE,4.10,2.68,0.00,6.40,1.56,6.88,6.37,0.26,0.25,0.00,0.04,0.00,28.54,68
HCKC1,HOCKETT MEADOW,3.42,2.92,0.00,7.80,2.30,6.21,4.93,0.72,0.42,0.50,1.20,0.47,30.89,NA
HSSC1,HOSSACK,4.80,3.35,0.20,9.20,3.31,8.42,8.42,1.04,0.72,0.03,0.10,0.50,40.09,NA
ISAC1,LAKE ISABELLA DAM,1.00,1.76,0.00,1.76,0.34,1.62,1.51,0.09,0.07,0.01,0.03,0.00,8.19,NA
LDGC1,LODGEPOLE,4.48,2.02,0.04,7.45,1.66,5.62,6.31,0.01,0.11,0.00,0.28,0.00,27.98,63
MNHC1,MOUNTAIN HOME,3.81,0.80,0.30,5.52,3.11,7.71,8.20,0.10,0.20,0.00,0.00,0.01,29.76,NA
PFTC1,PINE FLAT DAM,1.98,1.15,0.00,2.94,1.61,3.51,3.20,0.02,0.01,0.00,0.01,0.00,14.43,72
RGCC1,ROGERS CAMP,4.03,2.73,0.13,6.51,2.40,6.42,5.72,0.70,0.50,0.30,0.31,0.37,30.12,NA
SCSC1,LAKE SUCCESS DAM,0.90,0.55,0.00,1.83,0.84,2.98,4.20,0.06,0.28,0.01,0.00,0.00,11.65,106
TREC1,THREE RIVER EDISON PH #1,0.33,1.44,0.00,3.64,0.53,4.52,5.35,0.07,0.00,0.00,0.00,0.00,15.88,65
FAT,FRESNO AIR TERMINAL,0.90,0.67,0.00,1.38,0.75,2.43,2.02,0.00,0.00,0.00,0.00,0.00,8.15,73
HJO,HANFORD,0.48,0.71,0.01,0.61,0.45,1.72,1.79,0.03,0.00,0.00,0.00,0.00,5.80,68
LEMC1,LEMON COVE,0.99,1.07,0.05,1.75,0.66,3.04,4.11,0.01,0.00,0.00,0.00,0.00,11.68,80
LINC1,LINDSAY,1.01,1.08,0.00,1.45,0.34,2.27,3.85,0.00,0.00,0.00,0.00,0.00,10.00,80
VISC1,VISALIA,0.00,0.37,0.00,0.42,0.31,1.60,2.78,0.00,0.35,0.00,0.00,0.00,5.83,53
WASC1,WASCO,0.58,1.06,0.03,0.29,0.30,1.26,1.50,0.00,0.00,0.00,0.00,0.00,5.02,68
CCAC1,CACHUMA DAM,0.47,2.81,0.35,1.58,0.43,3.63,3.21,0.02,0.00,0.00,0.00,0.18,12.68,58
JUNC1,JUNCAL DAM,1.26,2.47,0.36,1.08,0.34,6.23,3.86,0.00,0.00,0.00,0.00,0.00,15.60,50
KICC1,KING CITY,0.46,1.42,0.15,1.30,0.65,2.45,2.01,0.00,0.00,0.00,0.02,0.01,8.47,69
PRB,PASO ROBLES,0.98,1.75,0.07,1.49,0.14,2.32,1.92,0.00,0.00,0.01,0.00,0.00,8.68,66
SBA,SANTA BARBARA,0.85,3.03,1.09,2.09,0.08,2.28,2.24,0.00,0.01,0.00,0.02,0.08,11.77,63
SBPC1,SAN LUIS OBISPO,1.06,3.20,0.18,3.27,0.73,2.95,3.69,0.00,0.00,0.01,0.03,0.00,15.12,62
SCRC1,SANTA CRUZ,2.63,2.54,0.13,3.68,0.94,7.38,3.10,0.06,0.19,0.03,0.00,0.02,20.70,67
SMX,SANTA MARIA,0.75,1.50,0.16,1.81,0.36,2.72,2.31,0.00,0.00,0.00,0.03,0.00,9.64,69
WVIC1,WATSONVILLE WATERWORKS,1.87,2.10,0.04,2.81,0.65,4.13,3.13,0.01,0.20,0.04,0.00,0.00,14.98,64
BBLC1,BIG BEAR LAKE F.S.,1.65,1.14,1.97,1.24,2.03,3.28,2.15,0.05,0.00,1.52,3.48,0.00,18.51,88
CQT,DOWNTOWN LA,1.17,1.58,1.01,1.30,0.16,1.75,1.71,0.01,0.00,0.01,0.00,0.00,8.70,57
CUYC1,CUYAMACA,1.92,5.86,1.83,2.14,2.21,3.96,4.60,0.00,0.00,1.15,0.17,0.45,24.29,68
EORC1,ELSINORE,0.44,1.37,0.74,0.55,0.51,1.51,1.18,0.02,0.00,0.32,0.05,0.24,6.93,57
LAX,LA INT'L AIRPORT,0.63,1.69,0.67,1.19,0.12,1.78,1.51,0.01,0.00,0.00,0.00,0.00,7.60,58
LGB,LONG BEACH,0.61,1.25,1.28,1.14,0.32,1.40,1.53,0.02,0.00,0.03,0.00,0.01,7.59,59
LOX,OXNARD,0.92,2.13,0.36,1.69,0.09,2.47,2.02,0.01,0.00,0.00,0.05,0.01,9.75,NA
OJAC1,OJAI,1.16,1.78,0.28,1.19,0.11,3.45,2.33,0.03,0.00,0.00,0.00,0.00,10.33,47
MWS,MOUNT WILSON,0.95,4.38,0.90,1.28,0.86,8.36,2.51,0.00,0.00,0.02,0.12,0.01,19.39,48
OCNC1,OCEANSIDE MARINA,0.35,2.68,1.01,0.94,0.41,0.87,1.29,0.02,0.00,0.00,0.00,0.00,7.57,68
SAN,LINDBERGH FIELD,0.46,3.12,0.86,0.40,1.19,0.97,0.88,0.02,0.00,0.00,0.00,0.00,7.90,73
STAC1,SANTA ANA FS,0.85,1.67,0.63,1.30,0.78,1.51,3.22,0.00,0.00,0.12,0.00,0.00,10.08,73
CEDC1,CEDARVILLE,0.77,0.64,0.32,1.49,0.79,1.30,1.86,0.60,0.49,0.00,0.17,0.00,8.43,64
DOLC1,DOYLE 4SSE,1.43,0.25,0.00,2.69,0.26,2.70,0.56,0.16,0.16,0.66,0.11,0.00,8.98,52
FOBC1,FORT BIDWELL,0.34,1.07,0.80,1.21,1.06,2.84,1.86,0.73,0.32,0.00,0.00,0.00,10.23,56
JESC1,JESS VALLEY,1.06,1.03,0.30,1.50,1.38,1.41,1.91,1.13,0.98,0.02,0.05,0.02,10.79,56
Q63,SUTCLIFFE-PYRAMID LK,0.36,0.39,0.00,1.46,0.17,0.06,0.20,0.02,0.00,0.09,0.02,0.09,2.86,37
STDN2,STEAD,0.83,0.15,0.00,2.14,0.34,0.77,0.20,0.18,0.02,0.09,0.00,0.21,4.93,47
WTNN2,WELLINGTON,0.35,0.03,0.00,1.53,0.17,0.17,0.13,0.25,0.20,0.57,0.31,0.04,3.75,NA
BOCC1,BOCA RESERVOIR,1.08,1.14,0.00,3.44,1.10,3.80,1.60,0.54,0.54,1.07,1.03,0.32,15.66,70
BPTC1,BRIDGEPORT,0.58,0.21,0.00,2.43,0.17,0.59,0.05,0.06,0.01,0.02,1.34,0.05,5.51,59
CRCN2,CARSON CITY,0.40,0.25,0.00,2.25,0.43,0.61,0.13,0.31,0.00,0.26,0.00,0.00,4.64,45
DAGN2,DAGGET PASS,0.73,0.51,0.00,1.44,1.16,2.75,0.25,0.42,0.05,0.00,0.43,0.04,7.78,71
DONC1,DONNER MEM SP,2.27,1.77,0.13,5.86,2.19,14.03,3.15,0.37,0.90,0.24,0.61,0.14,31.66,81
FEXN2,FALLON EXPER STATION,0.33,0.13,0.00,0.51,0.07,0.32,0.47,0.40,0.00,0.04,0.36,0.02,2.65,50
GLBN2,GLENBROOK,1.19,0.84,0.00,3.36,1.15,1.37,1.17,0.11,0.50,0.00,0.05,0.00,9.74,56
HTHN2,HAWTHORNE,0.08,0.05,0.00,1.16,0.04,0.30,0.12,0.09,0.00,0.41,0.13,0.04,2.42,44
MINN2,MINDEN,0.25,0.06,0.00,1.25,0.35,0.59,0.18,0.02,0.01,0.14,0.68,0.13,3.66,44
RNO,RENO,0.24,0.06,0.00,1.54,0.60,0.11,0.07,0.30,0.00,0.02,0.01,0.08,3.03,41
SMIN2,SMITH 6N,0.10,0.10,0.00,1.29,0.23,0.09,0.17,0.17,0.10,0.15,0.05,0.27,2.72,43
SRKN2,SPARKS,0.41,0.04,0.00,0.63,0.46,0.22,0.02,0.28,0.00,0.03,0.07,0.05,2.21,30
TAHC1,TAHOE CITY,1.76,1.96,0.00,5.48,1.81,6.82,2.53,0.36,0.60,0.42,0.61,0.14,22.49,69
TKEC1,TRUCKEE RS,0.55,0.63,0.03,4.02,1.25,5.98,2.19,0.32,0.46,0.35,0.27,0.22,16.27,53
TPLN2,TOPAZ LAKE 4N,0.56,0.02,0.00,0.25,0.02,0.70,0.21,0.07,0.30,0.22,0.15,0.01,2.51,27
YRGN2,YERINGTON,0.05,0.13,0.00,1.40,0.05,0.10,0.04,0.73,0.02,0.47,0.10,0.15,3.24,60
BARC1,BARSTOW,0.31,0.81,0.28,0.17,0.15,0.21,0.64,0.00,0.00,0.30,0.06,0.00,2.93,68
BIH,BISHOP AP,0.65,0.20,0.00,1.87,0.05,0.29,0.23,0.00,0.00,0.00,0.07,0.00,3.36,67
DEVC1,DEATH VALLEY,0.00,0.01,0.03,0.02,0.01,0.00,0.23,0.00,0.00,0.06,0.74,0.00,1.10,47
FMTC1,FAIRMONT,0.61,1.42,0.69,0.51,0.61,3.10,2.30,0.00,0.00,0.00,0.13,0.02,9.39,58
HEEC1,HAIWEE,0.31,0.44,0.24,1.69,0.02,0.20,0.03,0.00,0.00,0.12,0.00,0.00,3.05,41
INDC1,INDEPENDENCE,1.06,0.42,0.00,2.24,0.00,0.04,0.02,0.00,0.00,0.00,0.11,0.04,3.93,74
LEVC1,LEE VINING,1.13,0.12,0.00,2.39,0.25,1.16,0.34,0.00,0.05,0.09,0.57,0.03,6.13,47
PMD,PALMDALE,0.14,0.45,0.35,0.09,0.43,0.65,0.62,0.00,0.00,0.00,0.00,0.00,2.73,37
PSP,PALM SPRINGS,0.00,0.42,0.14,0.03,0.38,0.18,0.20,0.00,0.00,0.32,0.70,0.01,2.38,46
B23,BATTLE MOUNTAIN,0.28,0.42,0.00,1.01,0.38,0.83,0.73,0.41,0.06,0.00,0.40,0.16,4.68,53
BOWN2,BEOWAWE,0.40,0.32,0.00,0.89,0.20,1.48,0.88,0.22,0.12,0.00,0.00,0.00,4.51,51
EKO,ELKO,0.59,0.39,0.00,0.96,0.49,1.36,0.62,0.55,0.05,0.55,0.32,0.09,5.97,63
IMLN2,IMLAY,0.48,0.56,0.09,0.82,0.43,1.26,0.85,0.00,0.00,0.01,0.08,0.03,4.61,55
LOVN2,LOVELOCK,0.43,0.36,0.01,0.85,0.13,0.63,0.57,0.05,0.00,0.00,0.06,0.05,3.14,53
RYPN2,RYE PATCH DAM,0.55,0.32,0.10,1.15,0.12,0.79,0.93,0.13,0.02,0.49,0.19,0.06,4.85,55
SFKN2,SOUTH FORK SP,0.43,0.12,0.00,0.91,0.08,1.41,0.66,0.70,0.01,0.21,0.13,0.83,5.49,NA
WMC,WINNEMUCCA,0.66,0.50,0.01,0.75,0.54,1.00,0.66,0.13,0.14,0.03,0.13,0.03,4.58,55
LCRN2,LEONARD CREEK RANCH,0.92,0.19,0.05,1.40,0.17,1.03,0.59,0.06,0.29,0.00,0.00,0.18,4.88,52
MCDN2,MCDERMITT,0.64,0.69,0.04,0.69,0.16,0.62,0.71,0.30,0.37,0.12,0.15,0.44,4.93,54
ORVN2,OROVADA 4WSW,0.77,0.25,0.00,1.01,0.19,1.65,0.95,0.13,0.35,0.00,0.15,0.09,5.54,52
ARTN2,ARTHUR 4NW,0.99,0.66,0.04,1.84,0.47,1.03,0.92,1.08,0.25,0.90,0.83,0.25,9.26,62
BLEN2,BLUE EAGLE RANCH,1.34,0.38,0.08,0.62,0.71,0.15,0.42,0.12,0.02,0.95,1.26,0.34,6.39,73
DYRN2,DYER,0.20,0.04,0.00,0.29,0.37,1.40,0.87,0.16,0.00,0.61,0.98,0.41,5.33,104
EKAN2,EUREKA,1.15,0.34,0.06,0.62,1.34,1.99,0.95,0.00,0.17,0.40,1.26,1.55,9.83,82
ELY,ELY,1.16,0.36,0.22,0.67,1.22,0.84,1.03,0.08,0.04,1.17,2.88,1.21,10.88,110
LAGN2,LAGES,1.16,0.06,0.00,0.41,0.51,0.38,0.23,0.06,0.01,1.51,1.41,1.40,7.14,90
MCGN2,MCGILL,1.19,0.38,0.15,0.55,0.91,0.92,0.78,0.00,0.00,0.68,1.10,2.02,8.68,99
MNAN2,MINA,0.32,0.08,0.00,0.30,0.05,1.06,0.43,0.07,0.00,1.22,1.50,0.05,5.08,84
PAHN2,PAHRUMP,0.04,0.04,0.11,0.05,0.09,0.31,0.54,0.00,0.00,1.74,0.30,0.00,3.22,62
RTHN2,RUTH,1.82,1.36,0.00,1.27,0.56,1.29,2.16,0.15,0.00,2.41,1.78,1.36,14.16,114
SKVN2,SMOKEY VALLEY,0.63,0.00,0.00,0.32,0.40,0.58,0.00,0.40,0.00,1.14,1.34,1.00,5.81,80
SLVN2,SILVERPEAK,0.35,0.73,0.00,0.21,0.05,1.13,0.70,0.49,0.00,0.77,0.42,1.65,6.50,138
TPH,TONOPAH,0.49,0.12,0.00,0.18,0.09,0.74,0.19,0.14,0.00,1.54,1.32,0.62,5.43,93
AWH,WILDHORSE RESERVOIR,0.77,0.33,0.12,2.86,0.81,1.51,0.53,0.40,0.13,0.47,0.09,0.42,8.44,64
OLEO3,ODELL LAKE,2.00,3.96,4.50,8.91,5.59,9.33,2.54,1.60,2.61,0.00,0.10,0.00,41.14,126
TUSN2,TUSCARORA,0.66,0.39,0.17,2.25,0.34,1.60,0.82,0.37,0.27,0.22,0.03,0.09,7.21,60
BLH,BLYTHE,0.12,0.29,0.62,0.00,0.01,0.19,0.14,0.00,0.00,1.88,1.05,0.07,4.37,109
