ID,LOCATION,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Total,Pct Avg to Date
GRAC1,GRASS VALLEY NO. 2,1.91,4.88,6.61,3.12,11.20,6.50,1.61,5.53,0.74,0.00,0.00,0.13,42.23,80
HLEC1,HARRY L ENGLEBRIGHT DAM,1.84,2.47,4.69,2.13,7.18,3.93,0.07,2.34,0.83,0.00,0.00,0.00,25.48,73
LSPC1,LAKE SPAULDING,3.54,6.90,14.58,5.96,19.17,9.18,2.40,8.21,0.48,0.02,0.11,0.02,70.57,95
MCLC1,MCCLOUD,3.26,6.14,5.09,1.31,12.91,9.37,1.52,5.13,2.04,0.00,0.50,0.06,47.33,96
MHS,MT. SHASTA,3.18,5.19,2.29,1.15,10.51,9.00,0.69,2.94,2.83,0.00,0.72,0.23,38.73,97
MINC1,MINERAL,4.31,6.20,2.58,3.03,12.31,9.92,0.66,3.29,2.29,0.00,0.43,0.12,45.14,80
MNZC1,MANZANITA LAKE,1.99,3.87,4.90,3.29,7.16,5.07,1.12,3.14,4.43,0.00,0.68,0.24,35.89,87
NCOC1,NICOLAUS,0.45,2.64,1.95,1.13,4.13,1.57,0.47,1.36,0.09,0.00,0.00,0.16,13.95,71
ONDC1,ORLAND,0.80,2.18,1.38,0.80,9.13,1.59,0.47,0.55,0.75,0.00,0.00,0.05,17.70,81
PCHC1,PACIFIC HOUSE,2.12,5.95,7.31,5.12,9.46,9.72,2.65,6.01,0.16,0.00,0.02,0.11,48.63,94
PLCC1,PLACERVILLE,1.02,4.69,4.36,3.25,8.22,5.83,1.74,3.53,0.08,0.00,0.00,0.09,32.81,85
PRAC1,PORTOLA,0.58,2.24,2.87,1.04,3.57,4.46,0.18,2.28,1.25,0.03,0.26,0.00,18.76,81
PRDC1,PARADISE,3.54,4.54,5.98,3.92,18.47,4.90,0.74,4.38,0.70,0.00,0.01,1.49,48.67,87
PTRC1,PIT RIVER PH1,0.37,1.75,2.14,0.94,2.26,1.97,1.16,0.57,1.72,0.18,0.00,0.00,13.06,69
QCYC1,QUINCY,2.28,6.51,4.20,3.31,10.46,9.11,0.58,4.12,0.83,0.21,0.05,0.00,41.66,109
RBL,RED BLUFF AP,1.56,1.59,1.65,0.85,7.97,1.26,0.43,0.45,1.70,0.00,0.00,0.07,17.53,73
SERC1,SIERRAVILLE,0.88,3.01,2.19,0.83,3.53,4.25,0.21,2.40,1.04,0.00,0.04,0.26,18.64,71
SHDC1,SHASTA DAM,4.43,4.01,4.33,0.52,20.77,8.43,3.31,7.45,2.35,0.00,0.00,0.02,55.62,88
SLPC1,SLY PARK,2.07,5.18,5.60,5.18,8.08,7.13,2.97,6.32,0.04,0.00,0.00,0.12,42.69,NA
SMTC1,SACRAMENTO 5 ESE,0.75,2.22,1.75,1.48,5.06,1.83,1.61,1.30,0.47,0.00,0.00,0.19,16.66,84
STOC1,STONY GORGE,0.68,1.84,1.20,0.37,5.94,1.85,0.22,0.78,2.70,0.00,0.00,0.07,15.65,73
STYC1,STRAWBERRY VALLEY,3.52,8.02,11.11,5.72,21.09,13.05,2.12,8.49,0.49,0.00,0.06,0.18,73.85,92
VOLC1,VOLTA PH,3.52,1.97,3.96,3.27,5.08,3.15,0.57,2.24,2.28,0.00,0.01,0.80,26.85,76
VTNC1,VINTON,0.23,1.80,1.13,0.68,1.01,2.47,0.30,0.72,1.53,0.06,0.11,0.00,10.04,71
WDDC1,WOODLAND,0.45,2.20,1.98,1.40,5.82,2.04,1.04,0.70,0.28,0.00,0.00,0.26,16.17,78
CHVC1,CHERRY VALLEY,2.01,4.75,7.94,7.10,11.38,7.59,2.24,4.66,1.01,0.00,0.39,0.08,49.15,103
CMPC1,CAMP PARDEE,0.56,1.79,2.23,5.84,4.34,2.83,0.93,1.52,0.17,0.00,0.00,0.13,20.34,89
EXQC1,EXCHEQUER DAM,0.79,1.46,2.50,3.40,3.12,1.73,0.78,0.98,0.56,0.00,0.00,0.24,15.56,78
FDDC1,FIDDLETOWN DEXTER RANCH,1.36,4.09,4.16,4.53,7.65,3.75,2.05,2.84,0.04,0.00,0.00,0.08,30.55,83
FRAC1,FRIANT GOVERNMENT CAMP,0.22,1.59,1.88,1.37,2.10,0.91,0.49,0.00,0.31,0.00,0.02,0.07,8.96,61
HETC1,HETCH HETCHY,1.91,3.94,4.76,6.09,6.20,4.86,2.00,5.24,0.85,0.00,0.45,0.04,36.34,100
HNTC1,HUNTINGTON LAKE,2.13,2.72,5.60,6.48,7.72,4.08,2.48,2.12,1.16,0.00,0.00,0.00,34.49,76
LOSC1,LOS BANOS,0.03,0.55,1.16,1.61,1.93,0.32,0.06,0.28,0.01,0.00,0.00,0.01,5.96,60
MATC1,MATHER,1.75,5.09,5.76,5.26,8.92,5.70,1.74,2.61,1.43,0.00,0.22,0.06,38.54,111
MCEC1,MERCED,0.12,0.95,1.31,1.88,2.17,1.02,1.08,0.54,0.14,0.00,0.00,0.08,9.29,74
MDRC1,MADERA,0.00,1.19,1.27,1.50,2.51,0.65,0.00,0.00,0.00,0.00,0.00,0.06,7.18,60
MOD,MODESTO AP,0.66,0.51,1.37,1.27,2.39,0.70,0.51,0.41,0.06,0.00,0.00,0.23,8.11,62
MRIC1,MARIPOSA RS,0.72,3.50,4.15,4.23,6.99,5.21,1.49,1.07,0.42,0.00,0.00,0.22,28.00,93
NMDC1,NEW MELONES DAM HQ,0.41,2.87,4.06,3.50,5.25,4.30,0.93,2.16,0.16,0.00,0.02,0.43,24.09,NA
NOFC1,NORTH FORK RS,1.56,4.72,4.90,4.17,7.17,3.46,1.72,1.37,0.94,0.00,0.18,0.03,30.22,89
PANC1,PANOCHE 2W,0.05,0.78,0.92,1.80,1.74,1.08,0.12,0.15,0.23,0.00,0.00,0.01,6.88,65
SONC1,SONORA,0.62,4.39,4.43,2.50,5.87,4.96,1.31,1.99,0.33,0.00,0.02,0.16,26.58,81
SPGC1,SALT SPRINGS PH,1.86,4.64,5.77,4.94,7.18,11.18,2.07,4.47,0.32,0.01,0.11,0.00,42.55,92
TIGC1,TIGER CREEK PH,1.39,3.63,6.87,4.49,8.28,7.00,2.74,3.92,0.02,0.00,0.00,0.12,38.46,83
WSTC1,WEST POINT,1.03,2.99,5.56,3.81,7.55,5.90,2.13,3.14,0.10,0.00,0.00,0.19,32.40,89
YNPC1,SOUTH ENTRANCE YOSEMITE,1.75,5.46,5.58,5.25,8.00,5.17,1.04,4.19,0.86,0.00,0.56,0.02,37.88,90
YPQC1,YOSEMITE PARK HEADQUARTER,1.63,4.73,2.71,3.08,7.16,7.77,1.73,7.40,0.35,0.00,0.00,0.01,36.57,97
ASHC1,ASH MOUNTAIN,0.31,3.51,3.27,2.98,6.35,1.59,1.21,0.78,1.20,0.00,0.00,0.00,21.20,80
BFL,BAKERSFIELD,0.00,1.06,0.63,0.38,1.84,0.36,0.41,0.35,0.06,0.00,0.00,0.01,5.10,79
DNPC1,BALCH PH,0.39,2.33,4.31,3.31,5.56,2.39,1.55,1.07,1.02,0.00,0.00,0.00,21.93,71
GNNC1,GLENNVILLE,0.18,3.18,4.09,1.20,4.17,1.66,1.02,0.86,0.80,0.00,0.00,0.00,17.16,86
GRGC1,GRANT GROVE,1.02,3.75,7.12,6.02,9.01,3.68,2.60,1.84,1.13,0.00,0.07,0.04,36.28,86
HCKC1,HOCKETT MEADOW,0.00,0.61,6.60,4.41,9.00,3.81,2.81,1.84,1.23,0.11,0.00,0.00,30.42,NA
HSSC1,HOSSACK,0.00,2.56,8.72,5.23,8.91,5.01,2.93,1.91,1.04,0.00,0.00,0.00,36.31,NA
ISAC1,LAKE ISABELLA DAM,0.08,2.26,2.92,0.44,2.25,1.25,0.11,0.91,0.07,0.00,0.00,0.00,10.29,NA
LDGC1,LODGEPOLE,1.19,4.93,6.04,4.39,8.44,2.93,2.03,1.91,0.67,0.04,0.41,0.02,33.00,74
MNHC1,MOUNTAIN HOME,0.00,2.41,6.30,4.21,8.30,3.60,3.41,1.11,1.02,0.00,0.00,0.11,30.47,NA
PFTC1,PINE FLAT DAM,0.35,1.66,2.59,1.52,4.29,0.39,0.85,0.55,0.92,0.00,0.01,0.00,13.13,65
RGCC1,ROGERS CAMP,0.00,1.42,6.02,3.42,6.71,3.41,2.20,2.21,1.00,0.00,0.00,0.00,26.39,NA
SCSC1,LAKE SUCCESS DAM,0.05,1.14,1.37,1.45,2.20,0.44,0.43,0.64,0.23,0.00,0.00,0.00,7.95,72
TMDC1,TERMINUS DAM,0.23,2.15,2.00,0.89,2.46,9.10,0.73,0.50,0.42,0.00,0.00,0.00,18.48,NA
TREC1,THREE RIVER EDISON PH #1,0.18,2.42,2.99,0.65,4.28,1.35,1.07,0.62,1.05,0.00,0.03,0.00,14.64,60
CNGC1,COALINGA,0.01,0.11,0.96,1.77,1.72,0.44,0.33,0.15,0.20,0.00,0.00,0.03,5.72,69
FAT,FRESNO AIR TERMINAL,0.23,1.37,1.09,1.02,2.43,0.24,0.72,0.46,0.20,0.00,0.00,0.01,7.77,69
HJO,HANFORD,0.14,1.03,1.39,0.60,1.44,0.19,0.03,0.43,0.37,0.00,0.00,0.20,5.82,68
LEMC1,LEMON COVE,0.05,2.14,1.88,1.27,2.39,0.59,0.67,0.42,0.33,0.00,0.00,0.00,9.74,67
LINC1,LINDSAY,0.02,1.70,1.61,1.03,1.79,0.32,0.94,0.96,0.09,0.00,0.00,0.02,8.48,68
VISC1,VISALIA,0.00,1.89,1.28,1.15,1.37,0.18,0.31,0.40,0.19,0.00,0.00,0.02,6.79,62
WASC1,WASCO,0.04,0.84,0.52,0.31,1.41,0.19,0.09,0.27,0.05,0.00,0.00,0.23,3.95,54
CCHC1,CACHUMA DAM,0.15,3.39,2.46,0.65,5.70,0.85,0.19,0.00,0.16,0.00,0.03,0.08,13.66,62
JNLC1,JUNCAL DAM,0.06,2.62,3.02,1.05,7.85,0.75,0.25,0.05,0.10,0.00,0.00,0.00,15.75,51
KICC1,KING CITY,0.07,0.57,0.59,0.91,2.77,0.82,0.14,0.10,0.03,0.00,0.00,0.09,6.09,50
PRB,PASO ROBLES,0.13,0.47,0.91,0.61,2.61,1.03,0.08,0.03,0.00,0.00,0.00,0.06,5.93,45
SBA,SANTA BARBARA,0.05,1.81,2.12,0.63,3.77,0.69,0.54,0.00,0.51,0.00,0.00,0.00,10.12,54
SBPC1,SAN LUIS OBISPO,0.33,1.51,1.90,0.91,5.83,1.35,0.49,0.22,0.40,0.00,0.00,0.00,12.94,53
SCRC1,SANTA CRUZ,0.80,1.94,3.00,1.84,10.30,2.07,0.42,1.67,0.00,0.00,0.00,0.36,22.40,73
SMX,SANTA MARIA,0.14,2.35,0.91,0.17,4.68,0.69,0.10,0.08,0.00,0.00,0.01,0.01,9.14,65
WVIC1,WATSONVILLE WATERWORKS,0.35,1.49,3.29,1.15,6.24,2.21,0.36,0.77,0.02,0.02,0.00,0.00,15.90,68
BBLC1,BIG BEAR LAKE F.S.,0.10,1.33,5.70,0.73,2.35,0.51,0.58,0.01,0.23,0.36,0.00,0.05,11.95,57
CQT,DOWNTOWN LA,0.02,1.85,2.79,0.34,3.57,0.33,0.03,0.00,0.15,0.00,0.00,0.00,9.08,60
ELPC1,EL CAPITAN DAM,0.03,1.98,4.90,0.18,4.59,0.04,0.23,0.02,0.00,0.00,0.00,0.03,12.00,71
EORC1,ELSINORE,0.00,1.74,4.05,0.06,3.97,0.13,0.05,0.00,0.00,0.00,0.00,0.00,10.00,83
HENC1,HENSHAW DAM,0.06,1.34,7.97,0.61,8.25,0.24,0.56,0.00,0.00,0.00,0.00,1.40,20.43,73
LAX,LA INT'L AIRPORT,0.00,1.50,2.51,0.51,3.41,0.05,0.00,0.00,0.15,0.00,0.00,0.00,8.13,62
LGB,LONG BEACH,0.08,2.07,2.61,0.17,4.04,0.42,0.01,0.00,0.04,0.00,0.00,0.00,9.44,73
LOX,OXNARD,0.04,2.48,2.14,0.30,4.63,0.36,0.02,0.00,0.15,0.00,0.00,0.00,10.12,NA
OJAC1,OJAI,0.10,2.36,2.20,0.90,4.96,0.55,0.05,0.02,0.13,0.00,0.00,0.00,11.27,52
MWS,MOUNT WILSON,0.12,3.68,3.31,0.71,3.65,0.09,0.08,0.00,0.01,0.00,0.00,0.00,11.65,29
SAN,LINDBERGH FIELD,0.18,2.49,3.38,0.08,2.63,0.18,0.14,0.04,0.03,0.00,0.00,0.00,9.15,85
STAC1,SANTA ANA FS,0.00,1.79,3.69,0.75,3.27,0.04,0.17,0.00,0.10,0.00,0.00,0.00,9.81,71
CEDC1,CEDARVILLE,0.44,1.85,1.68,0.60,0.90,0.81,0.89,0.98,0.95,0.02,0.25,0.00,9.37,71
DOYC1,DOYLE,0.10,1.31,0.92,0.43,0.20,1.80,0.50,0.07,0.97,0.88,0.00,0.00,7.18,61
FOBC1,FORT BIDWELL,0.60,1.60,1.55,0.50,1.53,0.87,0.87,0.76,0.87,0.00,0.21,0.00,9.36,51
JESC1,JESS VALLEY,0.57,1.85,3.02,2.14,0.77,1.42,3.19,0.58,5.49,0.00,1.05,0.00,20.08,105
Q63,SUTCLIFFE-PYRAMID LK,0.01,0.69,0.49,0.43,0.17,1.03,0.41,0.24,1.69,0.00,0.02,0.00,5.18,68
STDN2,STEAD,0.09,1.63,0.93,0.49,0.41,1.70,0.27,0.37,1.76,0.33,0.69,0.00,8.67,83
WTNN2,WELLINGTON,0.02,0.54,0.77,0.83,0.56,0.56,0.19,0.12,1.30,0.09,0.56,0.00,5.54,NA
BDEC1,BODIE,0.50,0.77,1.41,0.70,0.78,1.81,0.61,0.37,1.85,0.28,0.39,0.02,9.49,73
BOCC1,BOCA RESERVOIR,0.34,2.18,2.52,1.20,2.08,3.87,0.59,1.35,0.90,0.04,0.05,0.02,15.14,68
BPTC1,BRIDGEPORT,0.65,0.69,0.81,1.10,0.79,2.04,0.20,0.46,0.72,0.03,0.98,0.25,8.72,93
CRCN2,CARSON CITY,0.04,0.67,0.67,1.33,0.55,0.73,0.03,0.46,0.52,0.00,0.00,0.00,5.00,48
DAGN2,DAGGET PASS,0.25,1.26,2.52,1.42,0.72,2.44,0.31,0.56,1.37,0.03,0.06,0.00,10.94,100
GLBN2,GLENBROOK,0.30,0.98,2.06,1.48,0.97,2.52,0.21,0.96,0.71,0.00,0.00,0.00,10.19,58
HTHN2,HAWTHORNE,0.00,0.17,0.11,0.28,0.35,0.00,0.34,0.00,0.91,0.08,0.84,0.00,3.08,57
MINN2,MINDEN,0.11,0.54,0.55,0.85,0.31,1.70,0.10,0.32,0.78,0.00,0.09,0.01,5.36,64
RNO,RENO,0.11,0.92,0.50,0.51,0.21,1.61,0.35,0.50,1.52,0.01,0.01,0.00,6.25,84
SMIN2,SMITH 6N,0.04,0.33,0.38,0.58,0.40,0.76,0.14,0.00,1.60,0.07,0.25,0.00,4.55,72
SRKN2,SPARKS,0.16,0.83,0.53,0.53,0.57,1.57,0.26,0.71,1.17,0.01,0.15,0.00,6.49,88
TAHC1,TAHOE CITY,1.09,2.87,4.58,2.44,4.39,6.37,0.60,3.98,0.76,0.11,0.13,0.00,27.32,84
TKEC1,TRUCKEE RS,0.57,1.55,5.50,1.82,5.43,6.49,0.91,2.43,0.60,0.10,0.10,0.00,25.50,82
VRCN2,VIRGINIA CITY,0.02,0.56,2.05,0.96,0.68,3.03,0.33,0.53,1.16,0.00,0.00,0.00,9.32,65
WABN2,WABUSKA 6SE,0.25,0.12,0.13,0.60,0.32,0.22,0.87,0.15,1.21,0.27,0.23,0.00,4.37,92
YRGN2,YERINGTON,0.00,0.17,0.26,0.30,0.40,0.33,0.62,0.05,1.29,0.58,0.00,0.00,4.00,74
BARC1,BARSTOW,0.00,0.65,1.35,0.01,0.98,0.00,0.09,0.04,0.00,0.00,0.01,0.00,3.13,72
DEVC1,DEATH VALLEY,0.15,0.61,0.04,0.03,1.36,0.00,0.00,0.00,0.57,0.02,0.02,0.00,2.80,120
FMTC1,FAIRMONT,0.15,3.01,3.40,0.45,6.10,1.28,0.05,0.00,0.00,0.00,0.00,0.00,14.44,89
HEEC1,HAIWEE,0.00,0.16,0.91,0.28,1.36,0.12,0.00,0.00,0.39,0.32,0.00,0.00,3.54,48
IPL,IMPERIAL,0.00,0.04,0.98,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39,46
LEVC1,LEE VINING,0.24,1.35,1.53,0.88,2.43,2.15,0.30,0.80,0.80,0.12,0.36,0.00,10.96,84
PMD,PALMDALE,0.00,1.14,1.42,0.15,2.33,0.15,0.01,0.00,0.02,0.00,0.00,0.00,5.22,71
PSP,PALM SPRINGS,0.00,0.43,2.57,0.00,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.38,84
B23,BATTLE MOUNTAIN,0.29,0.42,1.25,0.63,0.57,0.83,1.80,0.86,1.67,0.00,0.34,0.07,8.73,100
EKO,ELKO,0.42,1.43,0.75,1.16,0.51,0.60,1.69,0.47,2.94,0.20,0.68,0.27,11.12,117
GIBN2,GIBBS RANCH,0.56,1.45,1.20,1.01,0.56,0.41,1.13,0.61,4.50,1.19,0.33,0.12,13.07,121
IMLN2,IMLAY,0.12,0.86,1.47,0.87,0.13,0.80,0.81,0.51,1.27,0.00,0.16,0.00,7.00,84
PRDN2,PARADISE VALLEY,0.34,0.61,1.80,1.09,0.75,0.52,0.36,1.06,1.55,0.00,0.41,0.05,8.54,78
RRRN2,REESE RIVER O'TOOLE,0.03,0.73,0.45,1.36,0.34,0.36,0.77,0.31,1.88,1.14,0.63,0.02,8.02,101
RYPN2,RYE PATCH DAM,0.12,1.08,1.10,1.80,0.28,0.08,0.64,0.69,2.32,0.00,0.00,0.00,8.11,92
SFKN2,SOUTH FORK SP,0.61,1.12,0.76,0.89,1.01,0.45,1.31,0.58,2.91,0.46,0.59,0.40,11.09,NA
WMC,WINNEMUCCA,0.22,0.43,1.02,1.14,0.22,0.69,0.97,0.62,1.34,0.35,0.17,0.02,7.19,86
MCDN2,MCDERMITT,0.15,0.86,0.72,0.63,0.50,0.68,0.73,1.01,3.45,0.06,0.47,0.11,9.37,102
ORVN2,OROVADA 4WSW,0.47,1.01,1.20,1.51,0.48,0.64,1.29,0.89,3.47,0.29,0.41,0.16,11.82,112
BLEN2,BLUE EAGLE RANCH,0.27,1.21,0.28,0.40,0.99,0.30,1.05,0.13,1.14,0.66,0.55,0.15,7.13,81
DYRN2,DYER,0.00,0.38,3.10,0.03,1.23,0.00,0.35,0.05,0.91,0.28,0.19,0.04,6.56,128
EKAN2,EUREKA,0.35,0.58,0.96,1.15,1.22,0.71,3.45,0.25,1.51,0.26,0.44,0.26,11.14,92
ELY,ELY,0.16,1.17,0.30,1.49,0.54,0.65,1.18,0.33,1.78,0.92,0.33,0.33,9.18,92
LAGN2,LAGES,0.00,0.52,0.17,0.19,0.31,0.29,1.91,1.29,1.80,1.55,0.08,0.41,8.52,108
